index,id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_on_time,weight_category
6655,6656,F,Ship,4,5,272,2,medium,F,1,5378,0,High Weight
6656,6657,A,Ship,4,2,185,3,medium,M,1,5338,0,High Weight
6657,6658,B,Ship,3,3,188,2,medium,F,2,4336,0,Intermediate Weight
6658,6659,C,Ship,3,2,250,4,low,F,3,5449,1,High Weight
6659,6660,F,Ship,5,3,224,4,low,M,7,4553,0,High Weight
6660,6661,D,Ship,4,1,261,3,low,F,10,5943,0,High Weight
6661,6662,F,Ship,3,1,200,2,medium,M,8,4337,0,Intermediate Weight
6662,6663,A,Ship,4,1,200,4,medium,M,3,5837,0,High Weight
6663,6664,B,Ship,2,1,143,3,low,M,4,4512,0,High Weight
6664,6665,C,Ship,3,4,199,3,low,M,7,5089,0,High Weight
6665,6666,F,Ship,4,5,157,3,medium,M,2,5791,1,High Weight
6666,6667,D,Ship,3,2,225,3,high,M,5,4304,1,Intermediate Weight
6667,6668,F,Ship,3,3,152,2,medium,M,3,4193,1,Intermediate Weight
6668,6669,A,Ship,4,4,236,2,medium,F,6,5101,1,High Weight
6669,6670,B,Ship,3,1,266,5,low,M,1,5459,0,High Weight
6670,6671,C,Ship,3,2,243,4,medium,M,4,4410,1,Intermediate Weight
6671,6672,F,Ship,4,5,224,6,high,F,5,5659,1,High Weight
6672,6673,D,Ship,3,5,153,4,low,F,10,5897,0,High Weight
6673,6674,F,Ship,4,2,232,3,medium,F,7,5737,1,High Weight
6674,6675,A,Ship,3,3,253,3,medium,M,5,4754,1,High Weight
6675,6676,B,Ship,3,3,150,3,low,M,5,5328,0,High Weight
6676,6677,C,Ship,4,3,198,2,low,M,5,5724,1,High Weight
6677,6678,F,Ship,4,4,231,3,low,M,9,4305,1,Intermediate Weight
6678,6679,D,Ship,3,5,135,2,medium,F,9,5614,1,High Weight
6679,6680,F,Ship,5,4,153,3,low,M,5,4711,1,High Weight
6680,6681,A,Ship,4,2,201,2,low,M,3,4869,1,High Weight
6681,6682,B,Ship,4,4,273,2,medium,M,6,5676,1,High Weight
6682,6683,C,Ship,5,4,245,3,high,M,4,4298,0,Intermediate Weight
6683,6684,F,Ship,4,4,157,2,low,M,9,4491,1,Intermediate Weight
6684,6685,D,Ship,4,3,150,2,high,F,8,4965,1,High Weight
6685,6686,F,Ship,3,3,243,2,low,M,3,4675,1,High Weight
6686,6687,A,Road,4,5,105,5,high,M,4,5824,1,High Weight
6687,6688,B,Road,5,4,221,5,low,M,6,5059,0,High Weight
6688,6689,C,Road,3,1,236,6,medium,F,10,4858,0,High Weight
6689,6690,F,Road,4,4,263,3,medium,M,5,4193,0,Intermediate Weight
6690,6691,D,Road,3,3,213,2,low,M,10,5495,0,High Weight
6691,6692,F,Road,6,1,259,3,low,F,3,5683,0,High Weight
6692,6693,A,Road,4,2,190,3,medium,M,7,4766,0,High Weight
6693,6694,B,Road,3,5,213,4,medium,M,9,5550,1,High Weight
6694,6695,C,Road,5,3,261,4,medium,F,5,4623,1,High Weight
6695,6696,F,Road,3,5,254,3,medium,M,5,4946,0,High Weight
6696,6697,D,Road,3,4,151,4,medium,F,1,4587,1,High Weight
6697,6698,F,Road,5,1,187,4,medium,F,9,5657,1,High Weight
6698,6699,A,Road,4,5,139,2,medium,F,1,4606,0,High Weight
6699,6700,B,Road,5,2,173,2,high,F,10,4741,0,High Weight
6700,6701,C,Road,3,3,136,3,low,M,10,5175,0,High Weight
6701,6702,F,Road,4,1,272,4,high,M,1,5597,0,High Weight
6702,6703,D,Road,6,4,116,3,low,M,6,4649,0,High Weight
6703,6704,F,Road,4,2,181,3,low,M,10,4212,1,Intermediate Weight
6704,6705,A,Road,5,3,230,3,medium,M,4,4914,1,High Weight
6705,6706,B,Road,2,5,127,3,medium,F,3,5964,0,High Weight
6706,6707,C,Road,3,1,182,3,low,M,2,5760,0,High Weight
6707,6708,F,Road,3,1,186,2,medium,F,7,4556,0,High Weight
6708,6709,D,Flight,5,1,271,4,low,M,3,4610,1,High Weight
6709,6710,F,Flight,5,3,171,2,medium,F,1,5385,1,High Weight
6710,6711,A,Flight,4,3,238,2,medium,F,2,5328,0,High Weight
6711,6712,B,Flight,4,4,184,3,low,M,8,4453,1,Intermediate Weight
6712,6713,C,Flight,5,2,214,2,low,F,8,4767,0,High Weight
6713,6714,F,Flight,4,4,279,6,medium,M,5,4898,1,High Weight
6714,6715,D,Flight,3,2,168,4,low,F,1,4184,1,Intermediate Weight
6715,6716,F,Flight,6,4,221,5,medium,M,8,4511,1,High Weight
6716,6717,A,Flight,3,5,260,3,medium,M,7,5379,1,High Weight
6717,6718,B,Flight,4,3,204,3,medium,M,2,5010,0,High Weight
6718,6719,C,Flight,4,2,142,3,medium,F,6,4918,0,High Weight
6719,6720,F,Flight,4,3,178,3,medium,M,3,5669,0,High Weight
6720,6721,D,Flight,2,1,203,3,medium,M,6,4234,0,Intermediate Weight
6721,6722,F,Flight,4,2,180,4,medium,M,9,4329,0,Intermediate Weight
6722,6723,A,Flight,4,4,193,3,medium,F,3,4596,0,High Weight
6723,6724,B,Flight,5,4,99,2,high,F,4,4259,0,Intermediate Weight
6724,6725,C,Flight,3,1,250,3,low,M,1,4347,0,Intermediate Weight
6725,6726,F,Flight,4,1,152,3,medium,F,3,4250,1,Intermediate Weight
6726,6727,D,Flight,4,1,265,2,low,F,10,5418,1,High Weight
6727,6728,F,Flight,2,3,226,2,medium,M,2,4566,0,High Weight
6728,6729,A,Flight,3,3,234,3,low,M,3,4405,0,Intermediate Weight
6729,6730,B,Flight,4,3,225,2,high,F,4,4732,0,High Weight
6730,6731,C,Ship,3,5,161,2,medium,M,9,4623,0,High Weight
6731,6732,F,Ship,5,2,246,3,medium,F,10,5110,0,High Weight
6732,6733,D,Ship,4,5,162,3,medium,F,10,4850,1,High Weight
6733,6734,F,Ship,4,4,135,3,medium,M,2,5016,0,High Weight
6734,6735,A,Ship,4,3,201,2,low,F,10,4875,0,High Weight
6735,6736,B,Ship,6,4,235,6,low,M,1,5533,1,High Weight
6736,6737,C,Ship,5,2,214,2,low,F,10,5192,0,High Weight
6737,6738,F,Ship,6,3,245,5,medium,F,8,5678,1,High Weight
6738,6739,D,Ship,5,5,192,2,low,M,10,5564,0,High Weight
6739,6740,F,Ship,5,5,179,5,low,M,3,4333,1,Intermediate Weight
6740,6741,A,Ship,6,3,210,4,medium,M,9,5440,0,High Weight
6741,6742,B,Ship,3,2,209,2,medium,F,2,4635,0,High Weight
6742,6743,C,Ship,4,2,200,3,medium,M,7,4323,0,Intermediate Weight
6743,6744,F,Ship,6,3,165,5,medium,M,5,4871,0,High Weight
6744,6745,D,Ship,3,5,168,3,medium,M,7,4296,0,Intermediate Weight
6745,6746,F,Ship,4,4,203,2,low,F,10,5192,0,High Weight
6746,6747,A,Ship,4,5,202,3,medium,M,8,5416,0,High Weight
6747,6748,B,Ship,4,2,266,3,medium,F,2,5252,1,High Weight
6748,6749,C,Ship,2,1,248,6,low,F,2,5182,0,High Weight
6749,6750,F,Ship,5,3,173,3,low,M,5,5395,0,High Weight
6750,6751,D,Ship,2,4,156,3,medium,F,8,5668,1,High Weight
6751,6752,F,Ship,3,5,109,2,high,M,2,5978,1,High Weight
6752,6753,A,Ship,3,4,250,3,low,M,6,4830,1,High Weight
6753,6754,B,Ship,2,4,195,4,medium,M,3,5641,1,High Weight
6754,6755,C,Ship,4,1,160,5,low,F,10,4018,1,Intermediate Weight
6755,6756,F,Ship,2,5,189,3,low,F,5,5320,0,High Weight
6756,6757,D,Ship,4,3,239,3,medium,M,9,5897,1,High Weight
6757,6758,F,Ship,3,3,204,2,medium,F,5,5399,0,High Weight
6758,6759,A,Ship,4,5,156,3,low,M,5,4610,0,High Weight
6759,6760,B,Ship,5,2,192,3,high,F,7,5695,1,High Weight
6760,6761,C,Ship,4,2,233,2,low,M,7,5546,1,High Weight
6761,6762,F,Ship,5,3,253,3,low,F,3,5944,1,High Weight
6762,6763,D,Ship,2,1,277,6,low,M,10,4165,0,Intermediate Weight
6763,6764,F,Ship,4,2,211,2,low,F,9,5883,1,High Weight
6764,6765,A,Ship,6,4,172,6,medium,F,10,5554,1,High Weight
6765,6766,B,Ship,5,4,211,4,low,F,4,4498,1,Intermediate Weight
6766,6767,C,Ship,2,3,248,4,high,F,2,4521,0,High Weight
6767,6768,F,Ship,3,4,176,3,medium,M,4,5623,0,High Weight
6768,6769,D,Ship,4,1,100,6,medium,M,6,5841,0,High Weight
6769,6770,F,Ship,5,5,195,4,low,F,1,4393,1,Intermediate Weight
6770,6771,A,Ship,3,2,137,3,low,F,4,5617,0,High Weight
6771,6772,B,Ship,4,4,195,4,medium,M,2,5464,0,High Weight
6772,6773,C,Ship,2,5,185,3,low,F,9,5810,0,High Weight
6773,6774,F,Ship,3,1,250,2,medium,F,9,4753,0,High Weight
6774,6775,D,Ship,3,2,150,3,low,M,2,4660,1,High Weight
6775,6776,F,Ship,3,1,166,3,medium,F,9,4251,0,Intermediate Weight
6776,6777,A,Ship,4,5,257,2,medium,M,5,4127,0,Intermediate Weight
6777,6778,B,Ship,5,1,249,3,medium,F,5,4392,0,Intermediate Weight
6778,6779,C,Ship,5,5,268,3,medium,F,7,4480,1,Intermediate Weight
6779,6780,F,Ship,4,4,273,3,low,F,3,5749,1,High Weight
6780,6781,D,Ship,5,5,246,3,medium,F,9,4107,0,Intermediate Weight
6781,6782,F,Ship,5,1,142,6,medium,M,1,4843,1,High Weight
6782,6783,A,Ship,5,2,168,2,low,M,6,5464,1,High Weight
6783,6784,B,Ship,5,2,249,3,low,M,9,5978,1,High Weight
6784,6785,C,Ship,3,1,220,3,medium,F,6,5319,0,High Weight
6785,6786,F,Ship,4,3,189,2,low,F,7,4765,0,High Weight
6786,6787,D,Ship,5,2,237,4,low,M,5,5623,1,High Weight
6787,6788,F,Ship,4,4,247,3,high,F,2,5324,1,High Weight
6788,6789,A,Ship,3,4,250,6,medium,M,1,4543,1,High Weight
6789,6790,B,Ship,4,4,207,10,low,F,1,4602,0,High Weight
6790,6791,C,Ship,4,4,201,10,low,M,3,4202,0,Intermediate Weight
6791,6792,F,Ship,4,2,142,2,low,M,6,5326,0,High Weight
6792,6793,D,Ship,3,1,207,2,low,M,7,4639,0,High Weight
6793,6794,F,Ship,3,1,214,2,high,F,10,4310,0,Intermediate Weight
6794,6795,A,Ship,4,3,134,10,medium,M,8,4337,0,Intermediate Weight
6795,6796,B,Ship,3,4,178,8,medium,F,6,4146,0,Intermediate Weight
6796,6797,C,Ship,4,1,186,2,low,M,4,4686,1,High Weight
6797,6798,F,Ship,4,4,250,3,low,M,10,4505,0,High Weight
6798,6799,D,Ship,4,3,172,3,medium,F,10,5434,0,High Weight
6799,6800,F,Ship,3,4,265,10,low,M,10,4049,0,Intermediate Weight
6800,6801,A,Ship,3,2,158,7,medium,M,10,4244,1,Intermediate Weight
6801,6802,B,Ship,3,1,180,7,medium,M,10,5536,0,High Weight
6802,6803,C,Ship,4,2,173,3,high,F,3,5364,0,High Weight
6803,6804,F,Ship,3,3,153,10,medium,M,10,5772,0,High Weight
6804,6805,D,Ship,4,4,182,3,high,F,7,5197,0,High Weight
6805,6806,F,Ship,3,1,192,3,low,F,9,5004,0,High Weight
6806,6807,A,Ship,6,5,285,7,medium,M,9,4112,0,Intermediate Weight
6807,6808,B,Ship,3,3,151,6,low,F,6,4279,0,Intermediate Weight
6808,6809,C,Ship,3,3,242,2,low,F,7,4501,0,High Weight
6809,6810,F,Ship,3,1,237,3,medium,F,4,5860,0,High Weight
6810,6811,D,Ship,5,2,259,5,low,F,7,1032,0,Below Medium
6811,6812,F,Ship,4,3,249,6,low,M,2,1046,1,Below Medium
6812,6813,A,Ship,6,3,289,4,high,F,5,1708,0,Medium Weight
6813,6814,B,Ship,6,3,308,5,medium,F,4,1118,0,Below Medium
6814,6815,C,Ship,6,3,297,4,medium,M,2,1954,0,Medium Weight
6815,6816,F,Ship,4,1,255,5,low,F,4,1005,0,Below Medium
6816,6817,D,Ship,6,1,266,4,low,M,9,1287,0,Below Medium
6817,6818,F,Ship,7,2,302,4,low,M,6,1632,0,Medium Weight
6818,6819,A,Ship,4,5,223,5,medium,F,6,1579,1,Medium Weight
6819,6820,B,Ship,6,5,261,4,low,F,9,1266,1,Below Medium
6820,6821,C,Ship,4,4,273,5,low,M,10,1316,0,Below Medium
6821,6822,F,Ship,6,3,260,4,low,M,9,1131,1,Below Medium
6822,6823,D,Ship,5,2,266,5,low,F,1,1504,1,Medium Weight
6823,6824,F,Road,2,1,164,5,low,M,4,1708,0,Medium Weight
6824,6825,A,Road,5,3,240,6,medium,F,3,1321,0,Below Medium
6825,6826,B,Road,6,3,305,4,medium,F,9,1479,1,Below Medium
6826,6827,C,Road,5,4,248,5,low,F,3,1471,1,Below Medium
6827,6828,F,Road,7,3,279,4,medium,M,8,1060,0,Below Medium
6828,6829,D,Road,5,4,244,6,low,F,10,1978,1,Medium Weight
6829,6830,F,Road,5,4,267,5,low,M,9,1017,0,Below Medium
6830,6831,A,Road,7,1,275,4,medium,M,7,1754,0,Medium Weight
6831,6832,B,Road,5,1,168,2,low,F,10,4240,0,Intermediate Weight
6832,6833,C,Road,5,2,249,3,low,M,2,4696,0,High Weight
6833,6834,F,Road,3,2,220,3,medium,M,7,4555,1,High Weight
6834,6835,D,Road,4,4,189,2,low,M,5,4553,0,High Weight
6835,6836,F,Road,5,2,237,4,low,F,9,5922,0,High Weight
6836,6837,A,Road,4,3,247,3,high,F,1,5214,0,High Weight
6837,6838,B,Road,3,3,250,6,medium,M,9,5322,1,High Weight
6838,6839,C,Road,4,3,207,10,low,F,9,4179,0,Intermediate Weight
6839,6840,F,Road,4,5,201,10,low,F,7,5340,0,High Weight
6840,6841,D,Road,4,5,142,2,low,M,2,4472,0,Intermediate Weight
6841,6842,F,Road,3,4,207,2,low,M,6,5852,1,High Weight
6842,6843,A,Road,3,2,214,2,high,F,7,4938,0,High Weight
6843,6844,B,Road,4,5,134,10,medium,M,5,4244,0,Intermediate Weight
6844,6845,C,Road,3,3,178,8,medium,M,8,4774,1,High Weight
6845,6846,F,Flight,4,2,186,2,low,M,2,5604,1,High Weight
6846,6847,D,Flight,4,2,250,3,low,M,5,4488,1,Intermediate Weight
6847,6848,F,Flight,4,1,172,3,medium,F,10,5106,1,High Weight
6848,6849,A,Flight,3,5,265,10,low,M,6,4380,0,Intermediate Weight
6849,6850,B,Flight,3,1,158,7,medium,F,6,4166,0,Intermediate Weight
6850,6851,C,Flight,3,3,180,7,medium,F,4,5068,1,High Weight
6851,6852,F,Flight,4,1,173,3,high,M,1,5749,0,High Weight
6852,6853,D,Flight,3,4,153,10,medium,F,4,5456,1,High Weight
6853,6854,F,Flight,4,3,182,3,high,F,3,5624,0,High Weight
6854,6855,A,Flight,3,5,192,3,low,F,7,4056,1,Intermediate Weight
6855,6856,B,Flight,6,3,285,7,medium,M,7,5030,1,High Weight
6856,6857,C,Flight,3,5,151,6,low,M,8,4692,1,High Weight
6857,6858,F,Flight,3,5,242,2,low,M,1,5803,1,High Weight
6858,6859,D,Flight,3,1,237,3,medium,F,1,4476,1,Intermediate Weight
6859,6860,F,Flight,5,4,259,5,low,M,10,1177,0,Below Medium
6860,6861,A,Flight,4,2,249,6,low,F,9,1673,1,Medium Weight
6861,6862,B,Flight,6,4,289,4,high,F,4,1822,0,Medium Weight
6862,6863,C,Flight,6,2,308,5,medium,M,4,1303,0,Below Medium
6863,6864,F,Flight,6,3,297,4,medium,M,1,1080,0,Below Medium
6864,6865,D,Flight,4,3,255,5,low,M,1,1192,0,Below Medium
6865,6866,F,Flight,6,3,266,4,low,F,9,1876,0,Medium Weight
6866,6867,A,Flight,7,1,302,4,low,M,4,1647,0,Medium Weight
6867,6868,B,Ship,4,4,223,5,medium,M,1,1124,1,Below Medium
6868,6869,C,Ship,6,4,261,4,low,F,5,1794,1,Medium Weight
6869,6870,F,Ship,4,2,273,5,low,F,4,1223,1,Below Medium
6870,6871,D,Ship,6,3,260,4,low,F,10,1140,0,Below Medium
6871,6872,F,Ship,5,2,266,5,low,F,10,1274,1,Below Medium
6872,6873,A,Ship,2,3,164,5,low,M,7,1243,0,Below Medium
6873,6874,B,Ship,5,2,240,6,medium,F,2,1852,1,Medium Weight
6874,6875,C,Ship,6,5,305,4,medium,F,9,1072,0,Below Medium
6875,6876,F,Ship,5,2,248,5,low,M,4,1284,1,Below Medium
6876,6877,D,Ship,7,2,279,4,medium,M,5,1210,0,Below Medium
6877,6878,F,Ship,5,2,244,6,low,M,5,1702,1,Medium Weight
6878,6879,A,Ship,5,1,237,5,medium,F,2,1429,1,Below Medium
6879,6880,B,Ship,4,2,251,6,medium,F,1,1154,1,Below Medium
6880,6881,C,Ship,4,4,247,6,low,F,4,1044,0,Below Medium
6881,6882,F,Ship,5,2,262,6,medium,F,4,1532,1,Medium Weight
6882,6883,D,Ship,5,3,223,5,medium,M,10,1170,1,Below Medium
6883,6884,F,Ship,5,5,275,5,low,F,3,1145,0,Below Medium
6884,6885,A,Ship,6,3,139,6,medium,F,8,1284,1,Below Medium
6885,6886,B,Ship,4,3,245,6,low,F,3,1155,0,Below Medium
6886,6887,C,Ship,6,3,278,4,high,F,3,1033,0,Below Medium
6887,6888,F,Ship,5,3,243,5,low,M,2,1776,1,Medium Weight
6888,6889,D,Ship,7,3,309,4,low,F,1,1290,1,Below Medium
6889,6890,F,Ship,6,2,279,4,low,M,1,1150,1,Below Medium
6890,6891,A,Ship,6,3,247,4,medium,M,3,1903,0,Medium Weight
6891,6892,B,Ship,5,1,235,5,medium,F,6,1059,1,Below Medium
6892,6893,C,Ship,5,5,268,5,medium,F,10,1906,0,Medium Weight
6893,6894,F,Ship,6,1,309,4,medium,M,9,1305,0,Below Medium
6894,6895,D,Ship,6,5,308,4,low,M,2,1125,1,Below Medium
6895,6896,F,Ship,5,5,237,5,high,F,2,1593,1,Medium Weight
6896,6897,A,Ship,6,2,291,4,low,M,9,1241,1,Below Medium
6897,6898,B,Ship,4,2,264,5,medium,F,6,1736,1,Medium Weight
6898,6899,C,Ship,2,2,212,4,medium,F,3,1284,1,Below Medium
6899,6900,F,Ship,4,5,196,4,low,M,10,1694,1,Medium Weight
6900,6901,D,Ship,5,5,260,5,low,F,6,1860,0,Medium Weight
6901,6902,F,Ship,6,5,266,4,low,F,6,1201,0,Below Medium
6902,6903,A,Ship,5,2,254,5,high,M,6,1491,1,Below Medium
6903,6904,B,Ship,5,2,249,5,low,F,8,1018,1,Below Medium
6904,6905,C,Ship,6,5,279,4,medium,M,7,1300,0,Below Medium
6905,6906,F,Ship,6,3,306,4,high,F,5,1261,1,Below Medium
6906,6907,D,Ship,4,5,249,5,medium,M,3,1530,1,Medium Weight
6907,6908,F,Ship,6,4,297,4,low,F,9,1249,1,Below Medium
6908,6909,A,Ship,6,1,273,4,low,M,6,1561,0,Medium Weight
6909,6910,B,Ship,6,4,299,4,low,F,9,1817,0,Medium Weight
6910,6911,C,Ship,5,5,240,5,medium,M,10,1574,1,Medium Weight
6911,6912,F,Ship,5,4,260,6,low,F,2,1765,0,Medium Weight
6912,6913,D,Ship,5,1,251,5,low,F,7,1924,1,Medium Weight
6913,6914,F,Ship,5,5,256,5,medium,M,2,1693,1,Medium Weight
6914,6915,A,Ship,5,2,226,5,medium,M,5,1659,0,Medium Weight
6915,6916,B,Ship,5,3,262,5,low,F,10,1197,1,Below Medium
6916,6917,C,Ship,7,4,261,5,low,M,6,1334,0,Below Medium
6917,6918,F,Ship,2,2,181,2,low,F,6,1324,1,Below Medium
6918,6919,D,Ship,6,1,254,4,medium,F,6,1928,1,Medium Weight
6919,6920,F,Ship,6,1,288,4,medium,M,8,1806,1,Medium Weight
6920,6921,A,Ship,6,3,245,4,low,M,10,1798,0,Medium Weight
6921,6922,B,Ship,5,3,252,2,medium,M,9,1809,0,Medium Weight
6922,6923,C,Ship,4,1,293,3,low,M,8,1326,1,Below Medium
6923,6924,F,Ship,5,3,253,4,low,M,9,1729,0,Medium Weight
6924,6925,D,Ship,6,1,245,4,low,F,10,1606,0,Medium Weight
6925,6926,F,Ship,6,4,247,4,medium,M,3,1946,0,Medium Weight
6926,6927,A,Ship,5,4,274,5,low,M,7,1371,1,Below Medium
6927,6928,B,Ship,6,4,283,4,low,F,8,1480,0,Below Medium
6928,6929,C,Ship,6,4,286,4,low,F,8,1690,1,Medium Weight
6929,6930,F,Ship,5,4,257,5,low,M,10,1695,1,Medium Weight
6930,6931,D,Ship,5,2,258,5,low,F,2,1232,1,Below Medium
6931,6932,F,Ship,4,2,201,3,medium,F,6,5616,1,High Weight
6932,6933,A,Ship,3,1,231,3,low,M,1,5392,1,High Weight
6933,6934,B,Ship,4,5,161,2,high,F,5,5133,1,High Weight
6934,6935,C,Ship,5,1,250,3,low,M,8,5845,0,High Weight
6935,6936,F,Ship,4,2,169,6,low,F,6,4179,0,Intermediate Weight
6936,6937,D,Ship,4,4,191,2,low,M,1,4318,1,Intermediate Weight
6937,6938,F,Ship,4,2,271,3,medium,F,4,4186,1,Intermediate Weight
6938,6939,A,Ship,5,4,271,3,low,M,3,5218,1,High Weight
6939,6940,B,Ship,4,2,224,3,low,M,1,5821,0,High Weight
6940,6941,C,Ship,3,5,276,5,low,F,10,5302,1,High Weight
6941,6942,F,Ship,4,1,264,2,low,F,3,5258,0,High Weight
6942,6943,D,Ship,5,2,185,3,low,M,10,4354,0,Intermediate Weight
6943,6944,F,Ship,3,3,253,2,low,M,5,4112,1,Intermediate Weight
6944,6945,A,Ship,3,5,155,4,low,F,1,4432,1,Intermediate Weight
6945,6946,B,Ship,4,1,219,3,low,F,5,5632,0,High Weight
6946,6947,C,Ship,3,2,204,4,medium,M,7,4768,0,High Weight
6947,6948,F,Ship,4,1,196,4,low,F,3,5496,0,High Weight
6948,6949,D,Ship,3,4,205,5,low,F,4,4483,0,Intermediate Weight
6949,6950,F,Ship,3,4,187,3,low,F,9,4725,1,High Weight
6950,6951,A,Ship,3,1,221,2,medium,F,6,5267,0,High Weight
6951,6952,B,Ship,5,4,143,3,medium,F,1,5165,1,High Weight
6952,6953,C,Ship,5,3,135,3,high,M,4,5858,0,High Weight
6953,6954,F,Ship,3,1,207,2,low,F,7,5596,0,High Weight
6954,6955,D,Ship,3,2,245,2,low,F,7,4692,0,High Weight
6955,6956,F,Ship,5,2,257,3,low,F,2,4677,1,High Weight
6956,6957,A,Ship,3,1,186,3,high,F,1,5694,1,High Weight
6957,6958,B,Ship,5,2,246,3,low,M,2,4054,1,Intermediate Weight
6958,6959,C,Ship,3,4,255,2,low,M,2,4504,0,High Weight
6959,6960,F,Ship,5,3,206,3,low,F,1,4645,0,High Weight
6960,6961,D,Road,3,1,178,4,medium,M,9,4298,0,Intermediate Weight
6961,6962,F,Road,5,2,274,2,low,F,5,4154,0,Intermediate Weight
6962,6963,A,Road,3,1,269,4,low,F,7,5107,0,High Weight
6963,6964,B,Road,5,1,282,4,low,F,9,4766,0,High Weight
6964,6965,C,Road,2,4,108,5,high,M,5,4874,1,High Weight
6965,6966,F,Road,4,5,268,6,medium,F,7,4709,0,High Weight
6966,6967,D,Road,2,3,215,2,medium,F,3,5052,1,High Weight
6967,6968,F,Road,4,1,169,4,low,M,1,5323,0,High Weight
6968,6969,A,Road,3,4,165,3,low,F,4,4482,0,Intermediate Weight
6969,6970,B,Road,4,4,192,4,low,F,2,5856,1,High Weight
6970,6971,C,Road,4,3,206,2,low,M,9,5076,1,High Weight
6971,6972,F,Road,3,5,151,2,medium,M,8,4408,1,Intermediate Weight
6972,6973,D,Road,3,4,150,3,low,F,5,4950,0,High Weight
6973,6974,F,Road,4,3,250,3,low,M,10,4316,0,Intermediate Weight
6974,6975,A,Road,5,3,168,3,medium,F,2,5986,1,High Weight
6975,6976,B,Road,4,1,137,2,low,M,3,4657,0,High Weight
6976,6977,C,Road,6,5,148,4,low,M,1,5216,1,High Weight
6977,6978,F,Road,6,2,215,5,low,F,7,4057,0,Intermediate Weight
6978,6979,D,Road,4,2,269,2,medium,F,2,4013,1,Intermediate Weight
6979,6980,F,Road,3,5,139,3,low,F,1,4060,1,Intermediate Weight
6980,6981,A,Road,4,1,205,5,low,M,10,4944,0,High Weight
6981,6982,B,Road,5,4,212,2,low,F,9,4925,0,High Weight
6982,6983,C,Flight,3,3,136,2,medium,M,10,5749,0,High Weight
6983,6984,F,Flight,3,3,231,3,medium,F,4,4088,0,Intermediate Weight
6984,6985,D,Flight,4,4,215,2,low,F,7,5151,1,High Weight
6985,6986,F,Flight,4,4,179,3,medium,F,3,5624,0,High Weight
6986,6987,A,Flight,3,2,223,4,medium,M,3,5374,0,High Weight
6987,6988,B,Flight,3,5,210,3,low,M,6,5566,0,High Weight
6988,6989,C,Flight,4,5,133,3,high,F,8,5653,1,High Weight
6989,6990,F,Flight,3,1,187,2,low,F,8,4292,1,Intermediate Weight
6990,6991,D,Flight,4,1,256,2,medium,M,2,5630,0,High Weight
6991,6992,F,Flight,4,5,138,2,low,M,10,4788,0,High Weight
6992,6993,A,Flight,3,4,198,3,medium,M,7,4020,0,Intermediate Weight
6993,6994,B,Flight,5,5,256,3,medium,F,6,4145,1,Intermediate Weight
6994,6995,C,Flight,4,3,254,2,low,M,3,5546,0,High Weight
6995,6996,F,Flight,4,1,267,2,medium,M,9,5230,1,High Weight
6996,6997,D,Flight,3,2,286,6,high,F,5,5588,0,High Weight
6997,6998,F,Flight,3,2,215,4,low,F,3,4042,0,Intermediate Weight
6998,6999,A,Flight,5,5,222,3,medium,M,5,4949,0,High Weight
6999,7000,B,Flight,5,3,267,4,medium,F,1,4837,1,High Weight
7000,7001,C,Flight,5,5,235,5,low,F,4,5908,1,High Weight
7001,7002,F,Flight,4,1,181,2,low,M,2,4154,0,Intermediate Weight
7002,7003,D,Flight,4,1,173,4,low,F,5,5530,1,High Weight
7003,7004,F,Flight,3,5,208,3,low,M,1,4803,0,High Weight
7004,7005,A,Ship,4,3,221,2,low,F,6,4114,1,Intermediate Weight
7005,7006,B,Ship,3,5,141,2,medium,F,9,5000,0,High Weight
7006,7007,C,Ship,4,1,238,3,high,F,4,4910,0,High Weight
7007,7008,F,Ship,3,2,126,5,low,F,6,4372,1,Intermediate Weight
7008,7009,D,Ship,4,1,196,2,low,M,3,4752,0,High Weight
7009,7010,F,Ship,4,3,169,2,high,M,7,4032,1,Intermediate Weight
7010,7011,A,Ship,3,3,249,3,low,M,10,5184,0,High Weight
7011,7012,B,Ship,4,2,198,6,medium,M,5,4659,0,High Weight
7012,7013,C,Ship,4,3,197,3,low,M,2,4410,0,Intermediate Weight
7013,7014,F,Ship,3,5,251,4,medium,F,3,5215,1,High Weight
7014,7015,D,Ship,4,4,145,3,medium,M,8,5780,0,High Weight
7015,7016,F,Ship,4,1,249,3,low,M,4,5253,1,High Weight
7016,7017,A,Ship,6,1,103,4,low,M,2,5089,0,High Weight
7017,7018,B,Ship,2,5,264,5,medium,F,1,4426,0,Intermediate Weight
7018,7019,C,Ship,6,1,206,6,medium,F,8,4243,1,Intermediate Weight
7019,7020,F,Ship,4,4,139,3,medium,M,2,5135,0,High Weight
7020,7021,D,Ship,5,3,270,2,low,F,7,5248,1,High Weight
7021,7022,F,Ship,4,2,227,2,low,M,8,4878,1,High Weight
7022,7023,A,Ship,3,1,179,2,medium,F,10,4828,0,High Weight
7023,7024,B,Ship,3,3,273,3,medium,F,6,5269,1,High Weight
7024,7025,C,Ship,5,1,153,2,low,F,7,4944,1,High Weight
7025,7026,F,Ship,4,1,112,6,medium,M,9,5248,1,High Weight
7026,7027,D,Ship,6,3,114,4,high,F,10,5865,0,High Weight
